frecuencia neg,frecuencia pos,palabra
0,1,scrappys
0,1,scoobys
0,1,intriguded
0,1,yabba
0,1,discription
0,1,specialy
1,1,extremly
0,1,surrogated
12,3,intensive
1,2,detectable
3,1,shortland
0,3,monahan
2,2,detector
8,4,hogwash
5,1,affirm
2,4,apprehensive
0,1,unmannered
5,1,spartans
0,4,naudets
0,2,assimilates
3,2,blurbs
0,2,uninformative
3,1,substitution
0,2,marra
2,2,wooed
0,1,annisten
0,1,realtime
0,1,thoe
0,2,rectified
0,1,tyros
7,2,philly
1,1,ukranian
0,2,desu
0,1,ronins
1,1,drunkards
15,4,beggars
0,2,dodeskaden
0,1,caminho
3,6,premium
0,6,orco
1,1,soavi
0,5,charel
0,2,trifiri
0,3,advices
0,1,schwarznegger
5,3,sag
1,1,extort
11,4,pointlessness
3,3,condone
3,2,synch
0,1,mesmorizingly
0,1,powerlessly
3,2,flex
10,7,largo
1,1,luxemburg
1,1,bd
0,1,bandes
0,1,dessin
1,2,sexily
0,2,tutelage
1,2,irretrievably
4,1,jojo
3,3,avenues
5,5,footnote
0,2,gossips
6,3,sabotaged
1,1,alka
4,1,hiccups
2,1,burping
0,1,indelicate
0,1,teamings
4,3,ashore
0,1,widths
1,2,inspection
0,1,swabbie
0,2,hott
2,1,gunna
0,1,bifff
0,1,brussel
0,1,terrorizer
1,1,martell
0,2,stubborness
0,18,iphigenia
0,1,cacoyanis
1,9,agamemnon
0,1,becalmed
0,1,clytemenstra
0,3,clytemnestra
0,2,unstated
0,3,wip
0,1,wips
1,4,ornery
2,2,oomph
16,3,bots
0,1,galvin
0,1,phyillis
0,1,soundproof
2,1,suffocated
0,1,abigil
0,1,edmunds
0,1,abgail
0,1,checkmated
1,1,matchsticks
0,2,lao
2,1,wile
1,1,rc
0,1,cowlishaw
7,2,karaoke
0,1,wheaties
0,1,kevetch
4,2,surgeons
2,1,apologetic
0,1,ourdays
0,1,aborigone
0,1,aboriginies
0,3,bawl
0,1,rox
1,1,fraiser
4,1,capitalized
0,1,showeman
0,2,shoplifter
2,6,uc
4,4,cyclops
0,1,newtypes
0,1,amuro
0,2,izuruha
0,1,zaku
0,1,benard
1,4,wiseman
0,2,devolving
0,1,courius
4,2,zeus
0,2,wingfield
0,3,trant
2,2,filmaking
2,5,mille
5,2,subconsciously
1,1,infer
4,3,lodger
0,1,watchword
0,1,spierlberg
0,2,bans
0,1,marlins
0,1,septuplets
0,4,lovett
0,3,rms
1,1,reclining
3,2,lizzy
0,4,dewitt
0,4,bukater
0,3,hockley
0,1,eradication
1,2,sketching
2,1,overhearing
0,1,lookouts
3,1,spiritualist
2,1,prying
0,1,catherines
0,1,jameses
0,1,defrost
0,1,icewater
5,1,fetid
0,1,mercedez
0,1,bens
6,1,posses
0,1,qauntity
2,1,rutina
0,1,briana
0,1,evigan
0,1,dewan
0,1,seldana
1,1,mommie
0,2,adgth
0,2,richman
3,1,liceman
0,2,embarrassments
2,1,disgraces
0,2,clubberin
0,1,pillman
10,2,rhodes
0,1,badd
0,1,ddp
0,1,jobber
3,3,steamboat
0,1,plunda
0,1,dirrty
6,1,robbin
0,1,dimming
0,1,hoarding
0,1,counteroffer
0,1,reay
0,1,greytack
0,1,apel
0,4,blushing
1,2,reevaluate
1,1,seens
0,1,huntsman
0,1,antler
0,2,turnaround
0,3,smalltown
1,3,panhandle
3,1,riviera
1,3,ulee
0,1,dumbwaiter
1,1,stashes
4,3,branded
1,2,dingoes
1,1,speculations
1,3,blackhawk
0,1,preprint
2,3,decomposition
0,1,chautard
4,4,lass
2,2,troubadour
0,2,applebloom
0,1,headdress
2,8,driscoll
1,1,autographed
0,1,elvidge
1,1,peeks
1,1,harvery
3,2,manifests
0,1,rizwan
0,1,abbasi
0,1,followes
3,1,quench
0,1,chacho
4,2,goofiness
0,2,cessation
2,2,zeroes
0,1,exhalation
0,1,oblast
2,2,heartwrenching
0,3,ripstein
1,3,paredes
4,2,neagle
0,3,wilding
0,1,maytime
1,1,matronly
1,1,instigator
0,3,fiddler
0,1,ayer
0,2,circulated
0,1,overachieving
0,1,auh
4,6,trashes
2,1,journeyman
0,1,crewman
0,2,ensnaring
3,1,untrustworthy
1,2,technicality
2,1,auburn
1,3,angering
0,1,breathy
1,2,hommage
0,1,pratically
4,4,outback
0,1,cranberries
0,2,tenths
1,1,modernize
5,4,pressured
0,1,yanquis
0,1,expatriates
1,1,vanquish
0,1,quickliy
0,1,sentient
0,2,feathering
1,1,foothold
1,3,zo
3,5,resistant
1,2,backfired
0,1,oflineage
0,1,livesand
0,1,hospitaldealing
0,1,wonderfulsurprises
0,1,fromeric
0,1,emanuel
0,1,wrotein
0,1,filmmovement
0,1,coherant
0,1,andunsentimental
0,1,oncefunny
0,1,wasextraordinarily
0,1,hasvery
0,1,juryalthough
1,1,stroptomycin
1,3,fermenting
1,5,byproduct
2,1,microbes
1,1,troublemakers
2,1,rec
1,1,socials
1,1,chaparones
0,1,etvorka
3,1,rowing
0,1,rowers
0,1,coxswain
0,1,fashionthat
0,2,ea
3,1,consulate
9,2,ba
2,1,nau
0,1,probationary
0,2,probies
0,2,benetakos
0,1,detectors
4,2,airlines
0,1,gutwrenching
6,3,hugs
2,2,hindenburg
2,1,chastised
1,1,dribbling
0,1,lowrie
3,5,comstock
2,4,gymnasium
0,3,buckner
1,1,mccallister
10,3,rife
1,3,blackface
0,6,locust
0,1,gluttony
0,1,aslyum
0,1,eastwoods
0,1,zuf
1,1,artistes
0,1,ribaldry
9,5,symptoms
2,3,marvels
0,1,barometers
0,2,microscopically
0,1,gradations
0,1,oscillators
0,1,vibrating
5,1,katt
3,3,aides
3,2,collete
0,1,taupin
0,1,funnist
0,1,fibres
2,3,gm
0,1,sgcc
0,1,thundercleese
0,1,agrument
0,1,uncynical
0,1,surrane
1,2,cornflakes
0,1,grumpier
2,4,revelers
3,1,accentuating
1,8,delved
0,2,bustin
2,5,bashki
1,1,sharpton
2,1,wkrp
0,2,lessor
22,1,hartnett
0,1,mancoy
1,1,mockumentaries
0,1,explitive
0,2,formalities
3,1,pretence
1,1,funnel
0,1,interlinking
0,2,latvia
0,1,greenness
1,1,pock
9,1,greenlight
2,1,marm
1,2,swishing
0,1,fickleness
0,1,inconstancy
0,2,repentant
1,2,hippo
0,1,woodcraft
0,1,flinging
0,1,jw
4,4,chart
3,1,transfusion
0,1,montauk
2,1,ballyhooed
10,2,shitty
0,1,stollen
1,1,everyway
5,4,darlings
0,3,tosha
6,2,takechi
2,1,imperialists
1,6,pictorial
0,2,giri
0,1,ninjo
0,1,torazo
1,1,dillusion
1,4,babysitters
3,2,vorhees
1,1,puckett
2,1,tut
1,2,teenie
0,2,boppers
3,1,sharpen
0,1,swordsmans
0,1,jaku
2,1,slayed
0,6,restart
0,1,esthetics
2,1,creamed
4,3,successors
1,1,freakazoid
0,1,artisty
0,1,insititue
1,1,choreographic
0,1,embroider
5,4,embellishments
0,1,aleination
3,3,replayed
4,2,inflection
0,2,lumped
12,5,speeds
0,2,exteremely
0,1,relatonship
15,3,lolita
1,7,revamped
1,2,tid
7,1,ak
0,2,dekho
0,2,easthampton
1,1,megabucks
3,2,appropriated
0,1,tensdoorp
1,1,roomed
0,1,easthamptom
0,1,woom
0,1,reflectors
1,2,implores
4,2,handkerchief
3,1,jibes
3,6,rationalize
0,3,paralleled
1,1,bulwark
0,1,reciprocation
1,1,disputable
0,1,recoding
0,2,diagnoses
1,1,minx
5,4,manning
1,2,dugdale
0,2,litten
1,2,comings
0,2,stedicam
0,1,impalings
1,2,axes
12,1,fecal
2,2,manfredini
0,1,emmerdale
1,2,ornament
2,1,cryer
0,1,weld
0,1,wournow
1,1,stoopid
0,2,dharma
0,1,tanak
3,2,rescuers
1,1,unearths
0,2,wensohn
0,2,eclipses
3,3,bashes
3,4,stubbornly
0,2,neatnik
3,2,dart
0,1,hefti
0,3,sweepingly
0,1,buddwing
0,1,cosell
6,1,oldman
2,2,ryo
4,1,ishibashi
0,3,bernson
0,2,redubbed
0,1,mindedly
0,1,favortites
1,1,technologist
9,6,unlimited
1,3,paving
1,2,weiner
5,3,terrence
0,1,domineers
1,1,redundancies
1,1,drea
1,1,matteo
0,1,favreau
0,1,mangini
0,1,multipurpose
0,2,mindblowing
2,3,arguable
0,1,fuhgeddaboutit
0,1,harvet
3,1,clouse
0,1,hoi
0,1,shekels
2,5,tuck
0,1,beliveable
0,1,kristan
0,1,mvovies
0,1,thirthysomething
1,2,tizzy
2,1,bundles
0,4,majkowski
0,1,arrondisments
5,2,bathe
7,2,spa
1,1,outlay
7,1,seniors
0,1,remand
0,1,inertly
5,2,unethical
1,2,bombast
1,2,forgiveable
0,1,loather
4,2,verges
0,1,hued
1,2,dopes
0,1,dimas
1,3,ballot
8,2,ko
0,2,tamo
0,2,peva
0,1,caratherisic
0,1,forsee
0,1,coplandesque
0,1,bombasticities
0,1,konrack
0,1,blueray
3,5,mancuso
1,1,macisaac
1,3,kapture
2,1,romcom
3,3,gaffe
1,1,consort
1,1,margolyes
0,2,paterson
0,2,cooperative
5,2,lectured
0,1,titains
0,1,drumline
6,1,pac
2,2,sprang
0,1,unrivalled
0,5,mechs
0,1,minmay
0,2,minnesotan
2,5,japp
3,1,raters
0,1,mosaics
0,1,nowt
0,1,malfeasance
2,1,ly
2,1,motors
2,1,diaspora
1,2,swooping
0,3,indefatigable
0,6,tasuiev
0,1,reprimands
0,5,bislane
0,1,dellenbach
0,2,definitley
1,3,incapacitated
0,1,tersely
0,1,ishly
0,2,edifying
0,1,enfolds
3,2,summery
1,2,kreuger
0,1,fffrreeaakkyy
0,1,sindbad
1,1,micah
0,1,priam
0,1,wholes
0,1,impolite
2,3,obligingly
0,1,halfpennyworth
0,1,harf
0,1,uth
6,1,syllable
3,3,triumphing
0,2,mamabolo
3,1,boland
0,3,faculties
2,1,overenthusiastic
1,2,brackets
0,1,documentedly
4,6,culminate
0,1,toonami
14,5,sheesh
0,1,sailormoon
1,1,conventionality
0,1,enclosing
0,2,liabilities
1,3,herded
4,2,monitored
4,1,mme
1,2,disembodied
2,2,scurrying
0,1,imperturbable
0,3,squeaking
0,1,sharpening
0,1,victrola
0,1,vaccination
0,1,maeder
2,4,camouflaged
0,2,lonny
0,1,zorich
0,1,sheilds
0,1,lavin
0,1,muppeteers
0,3,rowlf
0,2,waldorf
0,1,statler
3,2,beaker
0,4,fozzie
0,1,goelz
2,4,zoot
0,1,beuregard
0,2,bunsen
0,1,hunnydew
0,1,whittemire
3,1,growed
0,2,snowmen
2,1,thismovie
0,2,wises
0,3,gershuni
0,1,herz
0,1,woronow
0,1,cammell
2,1,pomegranate
6,2,congressman
1,1,cyanide
1,3,guyana
0,1,levar
0,1,boddhisatva
0,1,mitropa
1,2,occupiers
0,1,aachen
0,1,capitulation
0,3,saboteurs
0,1,bremen
3,7,motorbike
5,2,soviets
0,1,preemptively
1,2,pooh
0,1,obviosly
1,1,carbines
0,1,bouncers
0,1,assylum
0,1,grilo
0,1,abi
0,1,feij
0,1,leonel
1,1,vieira
0,3,diamantino
0,1,lampi
0,1,gomes
5,1,boa
0,1,feinstein
0,1,nuys
4,1,brentwood
0,1,chalon
3,3,reliably
0,1,simpatico
3,2,manifestations
1,1,graying
1,3,spearhead
7,2,unmitigated
2,4,enlistment
1,2,slogging
0,1,gestating
7,2,slog
0,2,drusilla
5,1,remedial
0,3,cinderellas
0,1,genorisity
2,2,flapper
0,1,stenographer
3,4,dirtier
3,1,flattened
0,1,fester
1,1,touristy
0,1,tensely
0,1,sweatier
0,1,liswood
1,1,subservience
0,1,pacify
0,1,voluble
0,1,ombudsman
0,3,plotters
0,1,bolivarian
4,3,nip
1,2,polka
2,1,plaid
10,3,munching
0,4,marischka
0,7,sissi
0,1,dreimaderlhaus
0,1,madchenjahre
0,1,einer
0,1,konigin
0,1,profes
0,1,mondi
5,2,empress
0,1,wenn
1,1,weisse
0,1,flieder
0,1,wieder
0,1,bluhn
1,2,dover
0,1,exaltation
0,1,tolkin
0,2,downplays
0,2,formality
0,1,misdirects
1,3,pathologist
0,3,dm
1,3,advising
0,1,turrets
1,3,turret
0,1,lorado
2,3,interconnected
3,2,baptized
0,1,unpredictably
1,3,collaborative
0,1,mendum
2,4,gringo
0,1,trespasser
0,5,moor
0,2,jone
0,1,purgation
2,6,affirmed
2,1,sapped
0,1,orsen
0,1,desdimona
0,1,sensationialism
3,4,yields
3,3,contractors
0,1,pressurizes
1,2,unluckily
0,1,domains
1,2,infrastructure
1,2,municipal
0,1,imaginably
0,1,unmerited
1,4,televisions
0,2,virginny
1,2,seeping
2,2,christen
0,3,lode
11,2,meters
0,4,spooner
0,1,businesspeople
3,1,placements
0,1,toral
5,2,quadruple
3,3,jingle
0,1,rolodexes
0,1,omarosa
0,1,simmon
2,1,kodak
0,1,boundlessly
0,1,styalised
0,1,reccomended
0,1,vermeer
1,2,gagnon
2,2,emmanuel
0,2,bilodeau
0,1,genevi
1,1,opulence
0,1,eptiome
0,1,mastrontonio
0,1,colom
0,1,chitchat
0,1,excavations
9,3,jackets
0,1,nikolaus
0,1,geyrhalter
0,1,plangent
0,2,slaving
0,1,engag
2,1,sebasti
0,2,salgado
0,1,baltz
0,1,shipbuilding
5,3,soothing
1,1,dispiriting
1,2,falsification
2,2,ravage
0,2,epiphanies
0,1,truisms
0,1,depletion
2,1,fossil
5,2,misnomer
2,1,peruse
0,1,fountainhead
0,3,angora
1,1,retrospectively
1,2,humbleness
0,1,antecedently
0,1,chetas
0,1,saurian
0,4,rhinos
17,3,chimps
0,1,trainable
5,3,loincloth
1,11,albuquerque
0,1,strongbox
0,1,dicknson
4,1,expository
1,1,paperbacks
0,1,lughnasa
0,1,danner
0,1,beets
0,1,thins
0,1,unconfident
1,1,hedonism
5,4,eccentricity
3,2,panicking
0,2,nudging
0,1,shamblers
1,1,pretention
3,1,cretins
1,1,commonality
0,1,mcquarrie
3,2,cubic
0,1,deathtraps
2,2,antisocial
2,1,astronomically
0,1,aphoristic
3,2,steered
0,2,legalize
4,1,lemons
0,1,gigilo
7,13,saps
0,1,bonin
1,1,doin
4,3,wails
0,3,sequiters
0,2,bainter
1,1,hessman
0,1,seinfeldish
1,2,riviere
0,1,swigged
0,1,divagations
0,1,unneccesary
1,3,purveyors
2,2,longshot
0,1,mahoganoy
2,3,underclass
0,1,underserved
0,1,rennaissance
0,1,retrospectives
0,1,relentlessy
0,1,cunty
1,1,gurl
0,1,perplexities
0,2,uncluttered
1,2,breakingly
0,1,melisa
0,3,dazzlingly
5,2,contamination
2,1,emit
1,1,unfortuneatly
0,2,maladies
4,13,danni
1,1,swoons
0,1,wishfully
0,2,gps
1,3,incendiary
7,1,donuts
0,1,pleeease
0,1,jacobb
0,1,contected
0,1,wisecrackes
0,2,comdey
0,1,wrost
0,6,kieron
3,4,sutton
0,5,verdon
0,1,earthiness
0,1,yahweh
0,1,phiiistine
0,3,michal
1,3,covenant
0,1,grecianized
0,1,bingley
0,3,bushel
2,5,poppa
0,1,wessel
0,1,fishwife
3,2,flagging
2,2,commute
1,3,imports
2,2,analyses
3,1,bedouin
0,3,maharajah
0,3,princesse
0,10,tam
0,3,alwina
0,1,galatea
0,1,peclet
0,2,galland
2,1,tunisia
1,4,ziegfeld
0,1,foli
0,1,bergeres
0,1,negre
0,1,principality
0,1,zouzou
1,2,chevalier
0,1,whiile
1,1,psychodrama
4,5,distinguishing
0,1,discussable
0,1,movergoers
0,1,motorola
0,1,loew
0,1,unadjusted
1,1,overeating
0,1,purdom
0,1,febuary
0,2,rrw
1,2,lebanon
0,1,oilfield
0,1,yoing
7,1,ia
0,1,halaqah
0,3,dehumanising
1,1,centring
1,1,dissident
1,1,governs
4,4,complicity
1,1,sportsman
0,1,flirtatiousness
1,2,parentage
5,2,impotence
1,1,maliciousness
0,1,dilatory
1,3,scrounging
0,2,creditor
0,1,apoplectic
0,3,lender
4,2,renter
6,2,shrinks
0,1,weberian
0,1,micawbers
2,2,dodgers
0,1,peccadillo
1,2,venting
0,1,naggy
2,2,bellamy
0,1,dishy
0,1,mackey
0,1,mclarty
0,1,maxwells
0,3,ragland
2,3,pixie
0,4,felling
9,2,fluids
0,1,fantastico
14,5,elf
0,1,comraderie
0,1,suberb
0,1,catatonia
0,1,bloodedness
3,3,dispensing
3,1,nutjob
2,2,anatomical
4,5,mafioso
0,4,abstraction
0,1,sucessful
0,1,funniestdirty
0,1,reportary
1,1,busch
0,1,housman
42,2,semblance
0,1,liman
2,1,overhaul
3,3,leaked
0,4,blackbriar
0,2,newswriter
1,1,transpiring
7,6,physique
0,2,disenchantment
2,2,paddy
1,2,walgreens
0,1,coquette
1,2,desirous
0,1,chubbiness
1,1,fille
2,2,orbits
1,1,phased
3,3,nuggets
3,2,ungainly
0,2,prieuve
2,1,eur
1,2,vertiginous
3,1,carrol
0,1,wallece
0,2,harmonies
7,1,tvs
0,1,hesitating
0,1,fromthe
0,1,totems
1,2,supervising
1,1,kimball
4,2,modelled
0,1,crockzilla
0,1,gagorama
2,1,crudity
0,1,deaky
0,1,spearheads
0,1,mastriosimone
1,1,masssacre
5,1,megalomaniacal
0,1,yuba
0,1,calvins
3,4,grandmothers
0,2,crumbs
8,1,anesthesia
0,1,precodes
2,1,swigging
5,3,brandy
0,1,unfoldings
1,4,intangible
0,1,slates
0,1,actualization
0,1,luci
0,2,mattie
0,1,happed
0,1,matties
1,2,adaptions
0,3,tsh
1,1,syllables
2,5,overloaded
7,2,paintball
5,3,sadist
0,2,forestry
1,1,apalling
0,2,friendliest
0,1,fethard
0,1,vetoes
7,3,regurgitated
0,1,kermy
1,4,audit
0,1,aloft
2,1,streaked
1,1,convulsions
1,1,vegan
10,1,donor
0,1,beachfront
0,2,tentpoles
0,2,elpidia
2,2,carrillo
1,2,prideful
0,3,superegos
0,1,mockumentry
0,1,elefant
0,1,executors
1,1,usable
0,1,lupinesque
6,5,acquit
1,1,gawked
0,1,gobledegook
2,2,newscaster
2,1,moribund
7,1,visayan
0,1,understorey
5,1,tagalog
0,1,daghang
0,1,salamat
0,1,manoy
0,1,peque
0,1,gallaga
1,1,plata
0,1,visayas
0,1,alos
0,1,noli
0,1,tangere
1,1,wisest
8,2,stank
6,6,grasped
0,5,thuy
0,1,ngoyen
0,1,equity
0,2,housemates
0,1,attentively
2,3,differentiated
0,1,philco
0,1,kinescope
0,1,weskit
1,1,remington
0,1,aligning
0,4,renyolds
0,2,labouf
6,4,anaconda
0,2,adventuring
0,2,cinematics
0,1,cocks
1,1,psyching
2,2,starrer
0,1,thesigner
2,1,unwholesome
0,1,mundanity
2,1,hideousness
0,1,quato
0,2,kuriyami
1,1,monstrosities
9,4,latex
4,1,lumbered
1,1,swiping
0,2,patricide
0,1,liquidised
0,1,corrodes
3,1,hedgehog
2,2,molten
5,1,severing
1,1,moshing
1,2,gogo
0,3,heusen
3,2,shyness
1,3,luftwaffe
0,1,stroesser
0,2,mysore
0,1,mischievousness
0,3,topples
0,4,meiks
0,3,diabo
0,1,hanley
2,2,metallica
2,4,meteoric
0,1,vodaphone
0,1,instigators
0,1,expresion
0,1,corto
0,1,guanajuato
0,1,grafics
3,1,bw
12,2,cv
0,2,sedaris
2,2,tripp
0,1,linchpins
0,2,yootha
1,1,scrounge
0,1,engletine
1,2,jubilation
0,1,cundy
0,1,pertinence
3,4,res
0,1,ritters
2,4,francoise
1,4,hyman
15,7,lorna
0,1,labouring
0,2,quizzed
3,2,furs
2,1,shindig
0,5,georgio
1,1,puccini
9,1,setups
1,1,algeria
2,2,lagaan
0,1,similalry
4,1,rainmaker
0,2,clasping
0,3,cradles
0,1,anxiousness
8,2,bosom
0,1,curative
0,1,reductionism
2,2,prowls
3,1,huac
4,1,travellers
0,1,manhandling
0,1,mccarthyite
3,1,infiltration
3,3,interrogates
3,1,preying
0,2,cradling
0,1,emphasising
0,2,wharfs
3,3,immediacy
0,1,inoculates
2,1,materialises
3,2,halted
0,1,contactees
4,3,outweighed
0,1,satisfactions
0,2,elizabethtown
2,1,coliseum
0,1,refs
0,1,sprawls
0,2,hardys
0,1,powerbombed
0,1,unbuckles
2,2,incognito
5,1,airborne
4,1,manhandled
11,2,hurl
3,3,rationally
0,1,stfu
1,1,catchers
0,1,submissiveness
7,4,offending
1,2,profesor
0,1,piazza
0,2,venezia
2,2,rks
1,3,bhoomika
4,1,khakee
0,1,khakkee
0,1,welll
0,1,neuroinfectious
5,1,oracle
0,4,proportioned
0,2,catharine
0,1,chanel
2,1,chromosomes
0,1,wamp
0,1,tk
0,1,recursive
0,2,ragman
0,3,weinbauer
1,2,crue
1,2,inconsolable
2,1,lp
5,2,torturers
4,1,rampages
0,1,metallers
0,1,metaller
0,1,stitchin
0,1,findlay
0,1,sexagenarians
0,2,dinah
0,1,craigievar
0,1,midts
0,1,obsurdly
2,1,gret
0,1,dukakas
0,1,negativistic
3,2,dismantling
0,1,seidls
7,2,halve
0,1,brutti
0,1,sporchi
0,1,cattivi
1,1,corpus
0,1,instic
0,1,reble
0,1,erkia
0,2,cormans
0,2,athol
1,3,prosecute
0,1,gulpili
0,1,nandjiwarna
0,1,austrailan
0,1,submerges
0,1,devenport
2,2,sensationalized
1,2,soderberg
1,1,quenton
0,1,arthor
2,2,immortel
0,1,vitam
11,1,headlight
0,1,kliches
1,2,encapsulated
0,1,thrusted
1,1,jeremey
0,2,commonwealth
6,4,postmodern
3,3,wallows
2,5,bernice
3,5,derogatory
2,1,pinkerton
0,2,imbroglio
0,1,kriegman
3,1,cloverfield
1,4,ramallo
0,1,unconfortable
0,1,bambaata
0,1,cutdowns
0,2,dickensian
0,1,turveydrop
0,4,vholes
5,5,omission
0,1,jellyby
0,2,woodcourt
0,1,theowinthrop
0,1,eliott
0,1,appreciator
1,1,litigation
0,1,hawdon
0,1,copyist
0,4,scavengers
1,2,guppy
0,1,kenge
0,1,brickmakers
0,1,neckett
0,3,rouncewell
3,4,nguyen
0,4,keisha
0,1,virgine
1,1,ledoyen
0,1,moseys
1,4,steers
0,1,fritzsche
0,1,urrrghhhthis
0,3,fireflies
0,1,majo
0,1,takkyuubin
0,1,ghibi
0,1,uematsu
0,1,kanno
0,1,ragdolls
0,1,conelly
7,2,oooh
2,3,metcalfe
0,1,flannigan
0,1,posttraumatic
0,1,megessey
0,1,succor
3,2,brittle
0,1,shihito
0,1,ultraviolence
8,1,taiwan
1,4,decayed
6,6,jody
1,2,christa
0,2,sauls
0,1,gorily
1,1,knifed
3,1,inbreeding
0,1,deformities
0,1,incurious
0,3,sentimentalized
0,1,watchdogs
6,1,guillotines
0,1,skool
0,1,azariah
0,1,billionaires
4,1,summarise
15,1,carmilla
1,1,restaurateur
6,1,pasta
0,1,tomatoey
3,4,omnipotent
0,2,hudsucker
0,1,thr
0,4,womanising
0,1,contemporay
0,1,cifaretto
0,2,redifined
1,2,supplement
2,2,untapped
3,1,midriff
0,1,mckim
1,1,pectorals
0,1,fleadh
0,1,drizzled
1,9,batgirl
3,2,affiliation
1,2,neva
0,1,oar
0,1,sunbathing
0,1,arbus
1,1,oversimplify
0,1,holobands
0,5,babyyeah
3,4,grasps
0,1,paro
10,3,snot
0,4,azadi
0,1,decreed
2,2,stadiums
0,2,daei
1,3,celebrations
0,1,scalisi
0,1,linchpin
0,1,njosnavelin
1,1,fingertip
1,1,unwaivering
0,1,ghoststory
0,2,chewy
1,1,chet
0,1,stothart
0,1,willes
1,6,hoyt
0,1,kendis
7,1,strayed
0,1,snazzier
8,3,fared
0,1,spinnaker
1,1,gerrit
2,2,hubert
0,1,caped
0,1,symbolist
0,1,feints
4,2,kant
0,2,caseman
0,1,swd
2,3,dat
0,1,johnnys
0,1,jhonnys
0,1,delauise
1,1,substantiates
0,1,telkovsky
10,2,maddening
0,3,polanksi
1,2,bigg
0,1,ladysmith
0,1,mambazo
0,1,musican
0,1,kiesche
0,1,flavorings
4,3,stitched
0,1,unbanned
0,2,transgressive
0,1,animetv
0,1,illya
0,1,mcconnohie
3,1,berserker
0,1,deille
0,1,anbthony
0,1,barataria
1,2,piracy
2,2,redcoats
0,1,pardons
0,1,ceding
5,2,eyewitness
0,1,statesmanship
3,2,mathews
0,1,onslow
0,1,freshened
0,2,griggs
0,1,nozaki
3,2,moyer
1,3,jensen
1,2,nellie
0,1,manley
0,2,westmore
0,3,paxson
0,3,narcissist
1,1,senselessness
1,1,deterent
0,1,cinch
2,1,caved
0,1,trought
1,2,belted
0,3,steeple
12,2,gunned
4,2,wounding
0,1,adjuster
1,3,manger
2,1,tae
0,1,sorceries
0,1,ribsi
2,2,booster
9,4,cages
3,1,rhames
0,1,paycheque
1,3,topkapi
5,4,disorganized
12,9,patiently
1,2,bulbs
0,3,axton
0,1,megaphone
0,1,hs
4,7,moose
0,1,vieve
0,1,travestite
3,1,laundromat
1,1,curtin
2,3,purveyor
0,1,changwei
0,1,sorghum
2,2,geraldo
3,2,flatness
0,2,candleshoe
0,1,puerility
0,1,halloweed
0,2,barky
0,2,arsed
0,1,fission
0,1,peschi
5,3,decked
0,1,toppling
0,2,usurped
0,1,deploys
0,1,disconnectedness
3,2,decorating
1,1,retching
0,1,reschedule
0,1,fitful
0,1,modulating
0,2,marissa
0,1,jaret
0,1,winokur
0,1,hallows
0,1,roundelay
0,1,reguards
0,2,waterbury
0,1,ct
0,1,doctorate
0,1,diniro
3,1,levitate
1,1,belch
13,2,erotica
0,3,quintessence
0,1,predispositions
2,2,partisan
2,1,startle
4,1,tremor
1,1,portent
1,2,leaven
0,1,astonish
2,1,miscreant
11,3,blasphemous
3,4,risked
0,1,interferring
0,1,sires
1,3,schooling
3,6,respectability
1,1,prostituting
0,1,pla
3,2,zealander
0,2,meted
5,3,uphill
1,3,winnie
0,2,lightner
0,1,bordoni
5,8,zeffirelli
0,1,midsomer
0,3,kon
0,1,crematorium
0,1,dales
1,1,verdone
0,1,sacco
0,1,dehli
0,1,outlooks
0,1,rosete
0,1,zaragoza
23,2,kari
0,2,skogland
7,24,hagar
0,3,manawaka
2,3,nears
0,1,chaperoned
5,8,bram
2,1,sullied
0,1,zegers
0,1,affronts
7,2,kirby
7,4,blithe
0,1,megalopolis
0,1,israelo
0,1,nota
0,1,bene
0,1,condescends
0,1,yaitate
4,1,abs
1,1,cbn
0,2,azuma
0,2,kazuma
0,1,toyo
0,2,pantasia
0,1,tsukino
0,1,azusagawa
0,1,kawachi
0,1,kyousuke
0,1,kanmuri
0,5,shigeru
0,3,naruto
0,1,haschiguchi
0,1,irrelevancy
1,1,limey
0,1,gauff
0,1,reflux
1,2,goire
0,1,pouch
1,1,skylines
0,1,signage
0,1,idylls
0,1,quixotic
0,1,manone
0,1,numskulls
8,2,nobodies
0,1,thadblog
0,1,wascally
0,1,wabbit
0,2,thad
4,3,bombardier
1,2,trainers
9,5,sexed
2,2,unscientific
1,2,mindf
0,2,lagrange
0,2,sammie
2,3,deems
2,1,induction
3,4,nurture
1,2,punishable
2,4,flocked
2,1,fawn
9,2,dismembered
0,3,grifter
1,1,saxophones
5,3,fistfight
1,1,unbelieveably
0,1,sanechaos
0,1,exsists
0,1,thegirl
0,1,livinston
0,1,intenational
3,2,rotterdam
0,1,lowbudget
0,2,perspicacious
0,1,bifurcation
0,1,paypal
1,2,rodrigues
0,1,augers
0,1,weepers
2,2,frayed
2,2,swollen
1,1,onlooker
3,1,mauled
1,2,signaling
1,1,contours
0,1,supersegmentals
0,1,occluded
2,2,bitchiness
0,1,crystallized
2,1,abortive
0,1,pragmatist
0,1,boopous
2,3,imelda
4,2,staunton
0,2,despaired
0,1,hardiest
0,1,succes
0,1,assult
10,1,bimbos
6,1,bleach
1,1,sassoon
0,1,flinstone
3,1,screech
0,1,maniquen
0,1,womman
0,2,grafitti
4,2,blight
1,2,blacula
0,1,blackenstein
